Unnamed: 0;fecha;HORA declarada;Ruta;Operador;flight_no;route;ac_type;registration;cn_ln;all_aboard;PASAJEROS A BORDO;crew_aboard;cantidad de fallecidos;passenger_fatalities;crew_fatalities;ground;summary;Lugar_Despegue
1662;1957-11-08;0127;900 miles E of Honolulu, Hawaii, Pacific Ocean;Pan American World Airways;7;San Fransisco - Honolulu;Boeing - 377-10-29 Stratocruiser;N90944;15960/40;44;36;8;44;36;8;0;"The aircraft disappeared mid-way on a flight between San Francisco and Honolulu. Wreckage was found 940 miles NE of Honolulu 5 days later. Officially, the cause was never determined.  Possible in-flight fire. High levels of carbon monoxide were found in the 19 bodies that were recovered, though this could have resulted from exposure to seawater. The aircraft was named ""Clipper Romance of the Skies.""";San Fransisco 
1663;1957-11-15;2254;Chessell Down, England;Aquilla Airways;flight no Definida;thampton - Lisbon - Funchal;Short Solent 3 (flying boat);G-AKNU;S-1299;58;50;8;43;35;8;0;"The plane crashed into the face of a quarry between Chessel and Brook on the Isle of Wight. The last message transmitted from the aircraft was ""No. 4 engine feathered. Coming back in a hurry.""  Electrical failure or accidental cut-off of the fuel actuator circuit of the No. 3 and No. 4 engines.";thampton 
1665;1957-11-21;1133;Christchurch, New Zealand;Straits Air Freight Express;flight no Definida;Paraparaumu - Timaru;Bristol 170 Freighter 31;ZK-AYH;12828;4;2;2;4;2;2;0;The cargo plane lost a wing in flight and crashed into farmlands. In-flight structural fatigue failure of the starboard front lower spar boom.;Paraparaumu 
1667;1957-12-10;?;Jeannine Lake, Quebec, Canada;Northern Wings;flight no Definida;Seven Islands - Jeannine Lake;Douglas C-47A;CF-GKV;13837/25282;10;7;3;3;3;0;0;Crashed during a landing attempt.;Seven Islands 
1668;1957-12-11;1312;Ozamis City, Philippines;Philippine Air Lines;flight no Definida;Ozamis City - Pagadian;de Havilland Canada DHC-3 Otter;PI-C55;168;12;11;1;2;1;1;0;While taking off the plane stalled and hit trees. The uncontrollable stall at low altitude which resulted from the abrupt steep climb immediately after takeoff. Contributing factors were the improper loading of the aircraft and the prevailing gusty wind with a relatively high ambient temperature.;Ozamis City 
1670;1957-12-23;?;Stansted, England;Scottish Airlines;flight no Definida;Malta - London;Avro 685 York C-1;G-AMUN;MW321;4;0;4;4;0;4;0;The cargo plane crash landed short of the runway on the third landing attempt. The accident was due to an error on the part of the captain in that while making an attempt to land he continued the approach below the critical height without sufficient visual reference to the ground.;Malta 
1674;1958-01-20;?;Near La Paz, Bolivia;TAM (Bolivia);flight no Definida;Tipuani - La Paz;Douglas DC-3;TAM-04;cn_ln no Definida;11;8;3;11;8;3;0;Crashed in mountainous terrain while en route.;Tipuani 
1676;1958-02-01;1915;Norwalk, California;Military - U.S.  Air Force / Military - U.S. Navy;flight no Definida;Long Beach - McGuire AFB;Douglas C-118A / Lockheed P2V-5F;53-3277A/127723;44622/;41;35;6;41;35;6;1;The two aircraft collided at an altitude of 3,000 feet scattering wreckage over a residential and business area of suburban Los Angeles. The C-118 had just taken off from Long Beach Municipal Airport on a transcontinental flight and the P2V was on an instrument training exercise. All 41 killed on the C-118A, six on the P2V and one woman on the ground who was hit by debris outside her house. Pilot error, pilots of both aircraft.;Long Beach 
1678;1958-02-15;2224;Mount Vesuvius, Italy;Military - US Air Force;flight no Definida;Ramstein - Naples - Turkey;Douglas VC-47A;42-93817;13771;16;14;2;16;14;2;0;Radio contact was lost with the military aircraft  thirty minutes after taking off from Naples after the crew reported en route at 6,500 feet and switching to the Rome ATC. The plane crashed on the northern slopes of Mt. Vesuvius.;Ramstein 
1679;1958-02-19;?;Raiatea, French Polynesia;Réseau Aérien Interinsulaire;flight no Definida;Papeete, French Polynesia - Raiatea;Consolidated PBY-5A  Catalina;F-AOVV;296;15;12;3;15;12;3;0;Struck the water and sank after the right wing tip float contacted the water during a shallow turn for final approach.;Papeete, French Polynesia 
1681;1958-02-20;0535;Off Corvo Island, Azores;Military - U.S. Navy;flight no Definida;Argentina - Azores;Lockheed WV-2;BU-141310;4434;22;0;22;22;0;22;0;Disappeared while on patrol about 100 miles from the Azores. No trace of the aircraft was ever found.;Argentina 
1684;1958-03-07;1945;Off Ryukyu Islands, Okinawa;Military - U.S. Marine Corps/Military - U.S. Marine Corps;flight no Definida;Subic Bay - Naha;Fairchild R4Q / Dougas AD-6 skyraider;129741/135350;10570;26;19;7;26;19;7;0;The aircraft collided after descending from a holding pattern while  attempting to land at Naha Air Base.  Failure of the AD-6 pilot to maintain his position. One killed aboard the AD-6. Poor judgement on the part of the R4Q Plane Commander.;Subic Bay 
1686;1958-03-24;?;Near Kathmandu, Nepal;Indian Airlines;flight no Definida;Simrla - Kathmandu;Douglas DC-3;VT-CYN;19988;20;16;4;20;16;4;0;Due to a navigational error the aircraft flew the wrong route into a valley. While maneuvering to make a turn, the aircraft stalled and crashed. Wreckage was found 16 miles from Kathmandu.;Simrla 
1688;1958-03-27;1615;Bridgeport, Texas;Military - U.S. Air Force/Military - U.S. Air Force;flight no Definida;San Antionio - OK City / Wichita Falls - Forth Worth;Douglas C-124C / Fairchild C-119C;52-981A/49-195A;43890 /10432;18;13;5;18;13;5;0;Collided in midair while cruising at 6,000 ft. Both aircraft crashed into farmlands killing all aboard. The pilot of the 49-195A was flying at the wrong altitude.;San Antionio 
1689;1958-04-02;?;Quito, Ecuador;Transportes Aereos Orientales;flight no Definida;Quito - Esmeraldas;Junkers JU-52/3m;HC-SND;J5109;14;12;2;3;3;0;0;Crashed after experiencing engine trouble.;Quito 
1692;1958-04-14;2107;Off Castell de Fels, Spain;Aviaco;flight no Definida;Zaragoza - Barcelona;de Havilland DH-114 Heron 2D;EC-ANJ;14113;16;14;2;16;14;2;0;Crashed into the ocean after a sudden avoidance manuver. ATC error. Another aircraft was permitted to takeoff without the exact position of the plane being known.;Zaragoza 
1694;1958-05-15;2018;New Delhi, India;Pakistan International Airlines;205;Dehli - Karachi;Convair CV-240-7;AP-AEH;052;38;32;6;21;17;4;2;Crashed shortly after taking off. Improper observation and interpretation of instruments. The captain did not properly observe and interpret his flight instruments and thus inadvertently permitted the aircraft to descend to the ground immediately after a night takeoff during which no visual reference was possible.;Dehli 
1700;1958-05-31;?;SW of Algiers, Algeria;Air France;flight no Definida;Algier - Colomb-Bechar - Tindouf;Douglas DC-3;F-BHKV;20001;15;12;3;15;12;3;0;Crashed into mountains 100 miles southwest of Algiers.;Algier 
1702;1958-06-02;2206;Near Guadalajara, Mexico;Aeronaves de Mexico;flight no Definida;Guadalajara - Mexico City;Lockheed 749A Constellation;XA-MEV;2665;45;38;7;45;38;7;0;The plane crashed into La Latilla mountain 13 km west of Guadalajara. The aircraft did not climb out in accordance with approved procedures.;Guadalajara 
1704;1958-06-09;1150;Magadan Oblast, Russia;Aeroflot;105;Okhotsk - Magadan;Ilyushin IL-12;CCCP-L1364;30 082;24;20;4;24;20;4;0;Crashed into the tops of trees while attempting to land. Crew error in attempting to land in weather conditiions below the minimum.;Okhotsk 
1705;1958-06-16;1745;Curitiba, Brazil;Cruzeiro;flight no Definida;Florianopolis - Curitiba;Convair CV-440-59;PP-CEP;493;26;21;5;21;16;5;0;Crashed during approach after encountering a downdraft. Missed the runway and collided with a tree. Windshear.;Florianopolis 
1706;1958-06-25;1100;Mohanbari, India;Indian Airlines;flight no Definida;Mohanbari - Damroh;Douglas C-47A;VT-COJ;10051;7;4;3;5;3;2;0;While manoeuvring at a low height in mountainous terrain during a supply dropping mission the port wing of the cargo plane grazed the side of a hill thus causing the aircraft to slew and crash. A contributory factor might have been the mismanagement of the fuel system which caused temporary loss of engine power and height.;Mohanbari 
1707;1958-06-27;0030;Near Chicopee Falls, Massachusetts;Military - U.S. Air Force;flight no Definida;Westover AFB - London;Boeing KC-135A;56-3599A;17348;15;8;7;15;8;7;0;The aircraft crashed while attempting to break a transatlantic flight record. Heavily loaded with fuel, the pilots failed to detect the aircraft had gone into a slight descent shortly after becoming airborne. The plane struck some power lines and crashed near the Massachusetts Turnpike. The dead included six journalists.;Westover AFB 
1709;1958-08-09;0114;Benghazi, Libya;Central African Airways;flight no Definida;Wadi Halfa - Benina;Vickers Viscount 748D;VP-YNE;102;54;47;7;36;32;4;0;Crashed into high ground during approach. Misinterpreted or misread altimeter reading. Possible fatigue.;Wadi Halfa 
1710;1958-08-11;1900;Near Belem, Brazil;Loide Aéreo Nacional;flight no Definida;Manaus - Belem;Douglas DC-4;PP-LEQ;10544;11;5;6;10;4;6;0;Crashed on approach 10 minutes from the airport. Cause unknown.;Manaus 
1715;1958-09-02;1400;Sasnashen, Russia;Military - U.S. Air Force;flight no Definida;Survey flight;Lockheed C-130A-II Hercules;56-0528;3136;17;0;17;17;0;17;0;Shot down by Soviet Mig fighters.;Survey flight
1718;1958-09-05;1730;Campina Grande, Brazil;Loide Aereo Nacional;flight no Definida;Paraiba - Rio de Janerio;Curtiss C-46A-CU;PP-LDX;30288;18;14;4;14;12;2;0;The aircraft crashed after a second landing attempt. Improper approach procedure. Pilot error. A contributing cause was incorrect forcast provided to the crew.;Paraiba 
1719;1958-09-07;0318;Kazakh, Russia;Aeroflot;164;Frunze - Aktyubinsk - Uralsk - Moscow;Aeroflot;CCCP-L1692;7342304;27;22;5;27;22;5;0;The aircraft crashed shortly after being struck by lightning in a thunderstorm.;Frunze 
1722;1958-09-19;?;Triel, France;Military - U.S. Air Force;flight no Definida;Evreux - Spangdahlem;Lockheed C-130A Hercules;56-0526;3134;15;0;15;15;0;15;0;Collided with a French Air Force Dassault Mystère IV. Both aircraft dove into the ground and crashed in a field located in Triel-sur-Seine, west of Paris.;Evreux 
1725;1958-10-09;1825;Payette, Idaho;Military - U.S. Air Force;flight no Definida;Ogden Hill AFB - McChord AFB;Fairchild C-123 Provider;55-4521A;20182;19;14;5;19;14;5;0;Crashed and exploded on flat terrain east of Payette. A loss of control or the incapacitation of one of the pilots may have factored in the accident.;Ogden Hill AFB 
1727;1958-10-15;1730;Villa Montes, Bolivia;Military - TAM (Bolivia);flight no Definida;Fortin Campero - Tarija;Douglas C-47A;TAM-03;13839;20;17;3;20;17;3;0;Crashed into mountain while en route.;Fortin Campero 
1728;1958-10-17;2130;Near Kanash, Russia;Aeroflot;flight no Definida;Peking - Moscow;Tupolev TU-104A;CCCP-42362;86601002;80;71;9;80;71;9;0;The plane was on a flight from Peking to Moscow at FL330 when it went out of control. The aircraft experienced extreme turbulence during a climb, stalled and plunged to earth and burned. The captain described everything as it happened as he attempted to recover from the uncontrolled descent, ending the radio transmission with a farewell.;Peking 
1729;1958-10-18;?;NAS Argentia, Placentia Bay,  Newfoundland,  Canada;Military - U.S. Navy;flight no Definida;Patuxent River, NAS - Argentia,NAS;Lockheed WV-2 Super Constellation;141294;4418;29;0;0;11;0;0;0;"Crashed into Placentia Bay, 1,000 feet short of the runway during a CGA landing, trying to get under the  weather. The ceiling was reported indefinite, 200 feet, visibility, 2 miles in drizzle and fog. A precision approach was commenced to the runway. The approach was within tolerances and normal until after passing through GCA minimums, at which time the aircraft went below glide path and the pilot was instructed to take a waveoff. The waveoff was not executed until after the aircraft had actually made contact with the runway. After climbout, GCA was contacted and a second approach was requested to commence with no delay. The pilot advised GCA that the runway was in sight just before GCA gave him a waveoff on the first approach. The second approach was again normal until the final controller gave the instructions, ""Approaching GCA minimums."" The aircraft immediately commenced dropping below glide path. An emergency pullup was given, but the aircraft collided with the water and came to rest 2,050 feet east of the approach end of the runway. It sank in 26 feet of water";Patuxent River, NAS 
1733;1958-11-08;?;La Paz, Bolivia;TAM (Bolivia);flight no Definida;San Borja - La Paz;Douglas DC-3;TAM-05;cn_ln no Definida;3;0;3;3;0;3;0;The cargo plane disappeared en route.;San Borja 
1734;1958-11-09;1321;North Atlantic Ocean;ARTOP Aerotopografica LDA;flight no Definida;Cabo Ruivo - Funchal;Martin Mariner;CS-THB;59144;36;30;6;36;30;6;0;The aircraft was missing on a flight from Cabo Ruivo to Funchal over the North Atlantic after transmitting an emergency message positioning the aircraft at  36 degrees 40 minutes N 12 degrees W.;Cabo Ruivo 
1736;1958-12-04;1715;Guadarrama Mountains, Spain;Aviaco;flight no Definida;Vigo - Madrid;SNCASE Languedoc;EC-ANR;28;21;16;5;21;16;5;0;Crashed into La Rodilla de la Mujer Muerta while on approach to Madrid. Loss of control due to icing and turbulence.;Vigo 
1737;1958-12-23;0310;Tashkent, Uzbekstan;Aeroflot;466;Ashgabat - Tashkent;Ilyushin IL-14;CCCP-61663;6342007;21;15;6;21;15;6;0;Missed the approach and crashed in a snowy field. Landing below weather minimums.;Ashgabat 
1739;1958-12-26;1252;Salisbury, Zimbabwe (Harare, Zimbabwe);Union Aeromaritime de Transport;736;Johannesberg - Salisbury - Brazzaville - Nice - Paris;Douglas DC-6B;F-BGTZ;43827/337;70;63;7;3;3;0;0;The aircraft took off into heavy thunderstorms, was not able to maintain height and airspeed and crashed to the ground. The aircraft struck the ground shortly after takeoff as a result of an uncontrollable loss of airspeed and height due to a sudden squall accompanying the onset of a thunderstorm.;Johannesberg 
1741;1959-01-06;1120;Mt. Pena Blanca, Guatemala;Sahsa Airlines;flight no Definida;Copan - Nuovo Octopeque;Douglas DC-3;XH-SAA;19667;5;2;3;5;2;3;0;Crashed into Mt. Pena Blanca while en route. The pilot's attempt to fly over mountainous terrain by visual reference to the ground under weather conditions restricting visibility which forced him to descend to a dangerously low altitude.;Copan 
1743;1959-01-11;1117;Rio de Janerio, Brazil;Lufthansa;502;Hamburg-Frankfurt-Paris-Lisbon-Dakar-Senegal-Rio Janerio;Lockheed L 1049G Super Constillation;D-ALAK;4602;39;29;10;36;29;7;0;Twenty minutes out of  Rio de Janerio, the crew was cleared to descend from 14,000 to 10,000 feet. After reaching  KXNDB (waypoint) they were cleared to descend to 3000 ft.. Galeaoa approach was contacted and normal position reports were made. As the plane descended over Guanabara Bay in rain, the extended nosewheel struck the water. The crew tried to continue the approach, but the aircraft crashed near Flecheiras Beach, short of the runway. The actual cause of the accident was never determined however, the most probable cause was pilot error in descending below the minimum altitude on final approach. Aircrew fatigue was considered to be a contributing factor.  Crew flight time exceeded the Brazilian limits, but did not exceed the German limitations.;Hamburg
